4.836653261008905247e-06,6.249906029552221298e-03,4.831743353861384094e-06,9.013225280796177685e-06,4.460574418772011995e-04,3.344095966895110905e-05,8.057976374402642250e-04,1.977086212718859315e-04,9.168632095679640770e-05,1.344978925772011280e-03,2.355901051487307996e-05,1.921943277120590210e-01,2.937471208497299813e-07,3.214778871551970951e-06,9.725646954450439807e-10,3.062613052051688101e-09,7.594761086693324614e-08,1.387031156596663095e-09,4.900367004539996074e-12,2.750645762716885656e-06,2.414565824437886477e-05,9.384148870594799519e-04,4.888931871391832829e-04,2.475261571817100048e-04,7.968885302543640137e-01,1.072015803594238408e-15,1.092141030389903733e-10
1.806386353564448655e-05,1.414910424500703812e-02,1.521681202575564384e-03,3.731466829776763916e-02,1.494804769754409790e-01,2.349197631701827049e-03,3.819848279817961156e-05,1.207612331199925393e-05,3.128697397187352180e-03,1.510543823242187500e-01,3.016871772706508636e-02,2.356232851743698120e-01,3.308268031105399132e-03,3.028193712234497070e-01,1.730306576064322144e-05,3.851566532375727547e-07,5.871778703294694424e-04,4.695264156907796860e-03,3.794767508225049824e-06,5.581549430644372478e-06,3.820520651061087847e-04,3.596977694542147219e-05,6.166351340652909130e-06,6.311541050672531128e-02,1.645722804823890328e-04,1.573412233835114193e-11,8.507401005886094936e-09
1.820217039494309574e-05,3.675793409347534180e-01,3.240737351006828249e-05,5.622719228267669678e-02,1.994212418794631958e-01,5.195525591261684895e-04,4.862061515450477600e-02,2.311232819920405746e-04,5.323465666151605546e-05,4.284126311540603638e-02,5.609284341335296631e-02,1.091998547053663060e-05,7.944908588797261473e-07,3.627683967351913452e-03,2.052680247288662940e-05,1.380142111706561536e-10,1.865119170219031730e-09,1.751670688390731812e-01,3.168872098058272968e-08,7.560825179098173976e-05,4.941172152757644653e-02,7.442004516633460298e-06,2.786658725995039276e-08,2.392970236542169005e-05,1.728516690491233021e-05,1.453196829363789799e-12,2.044390524924555308e-11
1.389606669545173645e-02,1.101221540011465549e-03,1.979983608180191368e-06,9.386910242028534412e-04,1.165878638857975602e-04,7.679983355046715587e-06,3.120242357254028320e-01,2.206014692783355713e-01,1.058223769068717957e-01,3.193283220753073692e-03,3.224472999572753906e-01,1.599669642746448517e-02,1.895403300977704930e-07,1.242990634864327149e-07,9.324435978896872257e-08,5.590941873379051685e-04,2.009100171562749892e-05,3.630503124441020191e-05,6.240007621727272635e-08,1.047744444804266095e-04,5.376358967623673379e-05,1.983787224162369967e-04,1.018468683469109237e-04,1.688786083832383156e-03,1.977523606910835952e-05,7.470172484064230289e-13,1.069137593731284142e-03
1.735150476633862127e-07,1.104334951378405094e-03,1.515194867351965513e-06,2.522181603126227856e-05,2.789032987493555993e-05,9.272338822484016418e-03,5.696811911093391245e-08,9.326529237796421512e-08,1.973801226995419711e-05,4.897174221696332097e-07,1.777303987182676792e-04,1.163034606724977493e-02,1.416714667357155122e-06,2.119421083079942036e-08,9.000745926357467397e-09,1.187659037782395899e-08,1.152727548969778582e-07,3.267938097906153416e-07,1.351013467765227460e-10,8.427757158813165006e-09,1.705226022750139236e-03,2.851698100566864014e-01,6.872097849845886230e-01,3.664349424070678651e-05,3.616639878600835800e-03,6.414465486548337481e-11,7.059058759750769241e-08
1.420336843693803530e-07,3.227398337912745774e-06,4.940194412483833730e-05,9.398779366165399551e-05,8.583104005310815410e-09,1.053082232829183340e-04,2.640958882693666965e-05,6.414847302949056029e-05,1.292485649173613638e-05,5.393316387198865414e-04,3.896304406225681305e-04,7.216845154762268066e-01,7.432324491674080491e-05,6.193376066221389920e-06,3.826177865266799927e-02,2.473116910550743341e-04,1.597957164049148560e-01,4.919350885757012293e-06,8.330793207278475165e-06,1.457136531826108694e-04,1.286401129618752748e-05,2.481848234310746193e-03,1.323444209992885590e-02,4.822385089937597513e-04,6.140168011188507080e-02,8.736368617974221706e-04,3.622188937679737819e-10
9.754349594004452229e-05,1.368435844779014587e-02,7.950372673803940415e-05,9.709828495979309082e-01,5.003174883313477039e-04,6.796067464165389538e-05,2.756306821538601071e-05,2.531506121158599854e-03,8.355189347639679909e-04,2.151744047296233475e-05,3.947188379243016243e-04,4.563238471746444702e-03,2.131427663698559627e-06,1.308724950632722539e-08,4.250072436207119608e-07,3.152351127937436104e-04,2.419060037937015295e-04,1.549752341816201806e-04,2.092277281917631626e-05,3.174399535055272281e-05,1.101886809919960797e-04,1.171170733869075775e-03,1.317643036600202322e-04,7.662087446078658104e-04,1.686922405497170985e-05,4.825271779362871882e-11,3.249899717047810555e-03
2.131329849362373352e-03,1.266657374799251556e-02,2.621766878291964531e-03,8.216339349746704102e-01,9.532883763313293457e-03,9.386629099026322365e-04,1.685969298705458641e-03,8.242701180279254913e-03,4.274646285921335220e-03,6.841142894700169563e-04,2.621332928538322449e-02,9.037831425666809082e-02,3.074839332839474082e-05,4.863414214923977852e-04,2.303761175426188856e-05,1.404030714184045792e-03,1.515740877948701382e-04,8.776544127613306046e-04,4.019575953861931339e-06,7.014187576714903116e-05,9.976699016988277435e-03,2.251393860206007957e-03,3.525300780893303454e-05,3.500095801427960396e-03,1.701306027825921774e-04,4.154216467350257957e-12,1.467446327296784148e-05
2.514427137612074148e-07,2.306017559021711349e-03,1.262827194295823574e-03,5.444189999252557755e-03,2.565250324551016092e-04,1.895726309157907963e-03,4.080769576830789447e-05,7.766160415485501289e-04,6.757844676030799747e-05,8.606609888374805450e-03,5.577823147177696228e-03,1.863103806972503662e-01,2.813986241817474365e-01,7.596823573112487793e-02,3.655195832252502441e-01,3.135592490434646606e-02,4.602079279720783234e-03,7.562092037005641032e-07,6.932678661542013288e-05,1.149552408605813980e-04,1.487391651608049870e-03,2.992835827171802521e-03,2.212212048470973969e-02,1.144348061643540859e-04,1.708337804302573204e-03,5.688316571245133346e-12,4.967017422363717571e-11
2.396443742327392101e-04,6.671246886253356934e-02,1.292942790314555168e-03,6.465244889259338379e-01,6.128893047571182251e-02,7.051393389701843262e-03,5.342410411685705185e-03,9.001923725008964539e-03,7.449457049369812012e-02,2.777106687426567078e-02,1.647974713705480099e-03,8.257015049457550049e-02,2.449821622576564550e-04,2.607011992949992418e-04,2.199812297476455569e-05,5.814096657559275627e-04,6.696842610836029053e-04,7.441620982717722654e-05,3.939760517823742703e-06,1.569337677210569382e-03,3.433657111600041389e-04,7.903725490905344486e-04,1.085795247490750626e-05,8.599387481808662415e-03,2.876050537452101707e-03,4.290490705771698998e-12,1.563959449413232505e-05
