2.538940170779824257e-03,6.127401068806648254e-02,2.876883745193481445e-02,9.817608445882797241e-02,5.113840699195861816e-01,3.247177693992853165e-03,3.123174654319882393e-03,4.388418165035545826e-05,2.603972852230072021e-01,8.783937119005713612e-06,2.129662607330828905e-05,9.783675894141197205e-03,9.143689567281398922e-06,1.779100955445755972e-07,2.174268302042037249e-04,6.903720786795020103e-04,2.791723934933543205e-03,4.625167057383805513e-04,2.277389086202674662e-07,4.344529770605731755e-06,5.442954134196043015e-03,2.061052655335515738e-04,1.233723651239415631e-06,1.138779427856206894e-02,6.641956588282482699e-06,2.770055487000433632e-17,1.204961245093727484e-05
1.067512130248360336e-04,3.021286567673087120e-03,6.247076671570539474e-03,5.154182910919189453e-01,2.333256006240844727e-01,3.207723493687808514e-04,3.393321458133868873e-05,2.249879617011174560e-05,2.175200916826725006e-02,2.769504860043525696e-02,1.926026016008108854e-04,1.264744251966476440e-01,5.396671127527952194e-03,2.538650110363960266e-02,1.406709925504401326e-04,4.233486833982169628e-06,2.208784222602844238e-03,1.320403302088379860e-03,2.046840818366035819e-04,7.258254481712356210e-05,1.992739089473616332e-05,1.819003387026896235e-06,6.130255769676296040e-08,3.047430329024791718e-02,1.586959697306156158e-04,8.711407983863495019e-11,4.237571999965439318e-07
6.946473877178505063e-05,4.436466097831726074e-02,3.632016887422651052e-05,8.922746055759489536e-04,4.503273405134677887e-03,2.914555068400659366e-07,6.765515804290771484e-01,3.227623528800904751e-05,2.488908103259745985e-05,2.607327513396739960e-02,1.840227097272872925e-02,1.650856866035610437e-04,1.355311241013623658e-07,3.351908177137374878e-03,2.567986712165293284e-06,2.139161292546987170e-09,4.723592073041515960e-10,5.037303082644939423e-03,5.332762009757630040e-10,2.444148208269325551e-07,2.203971147537231445e-01,7.012241985648870468e-05,4.851964376939577051e-07,1.163948581961449236e-05,1.277268893318250775e-05,3.541984100699393893e-15,3.407176971115255526e-11
3.944756463170051575e-02,4.138188436627388000e-03,1.348540172330103815e-05,9.387374855577945709e-03,6.564033101312816143e-04,9.186055831378325820e-05,2.733313739299774170e-01,2.061834782361984253e-01,3.152005672454833984e-01,3.825018415227532387e-03,9.267330914735794067e-02,3.078710660338401794e-02,3.656397166196256876e-05,2.084937477775383741e-06,1.503682324255350977e-05,2.168763196095824242e-03,1.325110206380486488e-04,1.278080046176910400e-03,4.230205831845523790e-06,1.178357750177383423e-03,3.395576728507876396e-03,2.943991683423519135e-03,1.429118914529681206e-03,1.099075004458427429e-02,1.766224741004407406e-04,4.500574357635400702e-10,5.125131574459373951e-04
1.103361323475837708e-02,1.679464988410472870e-02,7.258664350956678391e-03,1.120705008506774902e-01,4.041556268930435181e-03,4.152512701693922281e-04,2.445496320724487305e-01,1.062149461358785629e-02,4.136440455913543701e-01,5.796629120595753193e-04,3.816020675003528595e-03,1.069690138101577759e-01,1.749051989463623613e-05,1.308086848439415917e-05,5.281472840579226613e-05,8.163324557244777679e-03,2.542862785048782825e-04,3.121142974123358727e-03,4.955086865265911911e-07,5.194686818867921829e-04,1.446913275867700577e-02,2.305636927485466003e-02,3.094123385380953550e-04,1.404068898409605026e-02,4.126424435526132584e-03,4.405766029780266990e-11,6.174096051836386323e-05
5.178265273571014404e-02,3.073106985539197922e-03,9.109680354595184326e-02,4.621675908565521240e-01,6.486008351203054190e-05,2.125435457855928689e-06,1.057548224925994873e-01,9.739042073488235474e-02,6.857179570943117142e-03,4.733570385724306107e-04,3.521255275700241327e-04,1.327308267354965210e-01,5.902089924347819760e-06,1.931074621097650379e-05,1.131006283685564995e-04,4.571618628688156605e-04,5.322651850292459130e-05,1.357223754894221202e-05,2.995208205902599730e-07,9.415938402526080608e-04,9.653481538407504559e-04,1.056330278515815735e-02,1.733988901833072305e-04,2.912213094532489777e-04,3.463063389062881470e-02,3.769193568370354797e-10,2.611044874356593937e-05
8.180974691640585661e-05,1.750538824126124382e-03,8.843364776112139225e-04,8.990187048912048340e-01,8.234153501689434052e-03,6.661115330643951893e-04,3.084886702708899975e-04,1.250977278687059879e-03,7.471672259271144867e-03,7.486601243726909161e-04,1.740952488034963608e-03,4.842837527394294739e-02,1.765667257132008672e-04,6.982702871027868241e-06,3.073225961998105049e-04,4.744345205835998058e-04,1.652515027672052383e-03,7.245609886012971401e-04,2.846117058652453125e-05,7.076864130795001984e-05,7.025596569292247295e-04,3.182812826707959175e-03,3.248768553021363914e-05,2.167753688991069794e-02,3.480130399111658335e-04,7.300796772691242609e-11,3.029877916560508311e-05
8.095096563920378685e-04,3.993765858467668295e-04,3.399685490876436234e-03,9.455164670944213867e-01,7.311643566936254501e-03,1.498490109952399507e-05,1.480690552853047848e-03,8.396671153604984283e-03,1.070514693856239319e-02,1.176772420876659453e-04,1.899815048091113567e-03,1.293219719082117081e-02,2.047023554041516036e-05,4.766858182847499847e-05,1.919493661262094975e-05,2.403316320851445198e-03,1.252788497367873788e-04,9.134888532571494579e-04,9.337466508441139013e-06,4.169178646407090127e-05,2.285662485519424081e-04,1.879336778074502945e-04,7.234289114421699196e-07,2.891538199037313461e-03,4.894769153906963766e-05,4.968619266021434555e-12,7.795768760843202472e-05
2.753850072622299194e-03,8.328127861022949219e-02,3.337409347295761108e-03,2.474615424871444702e-01,1.895001716911792755e-02,4.979046643711626530e-04,5.235294811427593231e-03,1.614462397992610931e-02,1.816034689545631409e-02,1.240415003849193454e-04,1.139883603900671005e-02,5.779449641704559326e-02,1.127395007642917335e-04,4.823844210477545857e-05,3.882445525960065424e-05,4.171219170093536377e-01,8.628895506262779236e-03,5.666541866958141327e-03,2.730468404479324818e-04,4.146865467191673815e-05,8.108498156070709229e-02,4.939413163810968399e-03,1.956211053766310215e-04,7.019545417279005051e-03,3.418492851778864861e-04,3.042130436448076125e-11,9.347226470708847046e-03
2.274352154927328229e-04,1.991718309000134468e-03,4.900741390883922577e-03,6.953497529029846191e-01,6.263209134340286255e-02,6.299494416452944279e-04,4.231642466038465500e-03,8.075715042650699615e-03,1.710862070322036743e-01,4.541324917227029800e-03,6.669330759905278683e-04,2.818332612514495850e-02,8.011952158994972706e-04,6.548897363245487213e-04,1.547285937704145908e-04,6.724289851263165474e-04,5.021647084504365921e-04,5.745252710767090321e-04,1.225430605700239539e-05,5.641783354803919792e-04,1.198231911985203624e-04,2.712734567467123270e-04,2.318338374607264996e-06,1.027160510420799255e-02,2.870789030566811562e-03,6.232639404579742859e-11,1.092480488296132535e-05
